Gene Symbol,Ensembl ID,Biotype,Tractability
OPN1LW,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000102076"" target=""_blank"">ENSG00000102076</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
OR10P1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000175398"" target=""_blank"">ENSG00000175398</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span>"
OR10S1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196248"" target=""_blank"">ENSG00000196248</a>",protein_coding,NaN
OR13C4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000148136"" target=""_blank"">ENSG00000148136</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR14K1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000153230"" target=""_blank"">ENSG00000153230</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR1F1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000168124"" target=""_blank"">ENSG00000168124</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR1F2P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000203581"" target=""_blank"">ENSG00000203581</a>",unprocessed_pseudogene,NaN
OR1P1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262085"" target=""_blank"">ENSG00000262085</a>",protein_coding,NaN
OR2A5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000221836"" target=""_blank"">ENSG00000221836</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR2D2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000166368"" target=""_blank"">ENSG00000166368</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR2J3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204701"" target=""_blank"">ENSG00000204701</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
OR2L8,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000279263"" target=""_blank"">ENSG00000279263</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR2Z1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181733"" target=""_blank"">ENSG00000181733</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR3A1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180090"" target=""_blank"">ENSG00000180090</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
OR4D1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000141194"" target=""_blank"">ENSG00000141194</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR4D11,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176200"" target=""_blank"">ENSG00000176200</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR4K3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176290"" target=""_blank"">ENSG00000176290</a>",protein_coding,NaN
OR51A4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205497"" target=""_blank"">ENSG00000205497</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR51A9P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180723"" target=""_blank"">ENSG00000180723</a>",unitary_pseudogene,NaN
OR51G2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176893"" target=""_blank"">ENSG00000176893</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR51N1P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176951"" target=""_blank"">ENSG00000176951</a>",unprocessed_pseudogene,NaN
OR51V1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176742"" target=""_blank"">ENSG00000176742</a>",protein_coding,NaN
OR52J3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205495"" target=""_blank"">ENSG00000205495</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR5A2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000172324"" target=""_blank"">ENSG00000172324</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR6Y1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197532"" target=""_blank"">ENSG00000197532</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR7E115P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000182531"" target=""_blank"">ENSG00000182531</a>",unprocessed_pseudogene,NaN
OR7E121P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244222"" target=""_blank"">ENSG00000244222</a>",unprocessed_pseudogene,NaN
OR7E128P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000228915"" target=""_blank"">ENSG00000228915</a>",transcribed_unprocessed_pseudogene,NaN
OR7E145P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000235855"" target=""_blank"">ENSG00000235855</a>",unprocessed_pseudogene,NaN
OR7E161P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000206014"" target=""_blank"">ENSG00000206014</a>",transcribed_unprocessed_pseudogene,NaN
OR7E162P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000234386"" target=""_blank"">ENSG00000234386</a>",transcribed_unprocessed_pseudogene,NaN
OR7E22P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179799"" target=""_blank"">ENSG00000179799</a>",transcribed_unprocessed_pseudogene,NaN
OR7E55P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230655"" target=""_blank"">ENSG00000230655</a>",unprocessed_pseudogene,NaN
OR7E5P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214880"" target=""_blank"">ENSG00000214880</a>",unprocessed_pseudogene,NaN
OR7E87P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184055"" target=""_blank"">ENSG00000184055</a>",unprocessed_pseudogene,NaN
OR7E91P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205847"" target=""_blank"">ENSG00000205847</a>",transcribed_unprocessed_pseudogene,NaN
OR7E97P,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179170"" target=""_blank"">ENSG00000179170</a>",unprocessed_pseudogene,NaN
OR8B8,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197125"" target=""_blank"">ENSG00000197125</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
OR9G1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000174914"" target=""_blank"">ENSG00000174914</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
