Gene,Gene Name,log_2 fold change,Biotype,Tractability,Drug,Interaction Type,PMID,Interaction Score,Pathways
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200526"" target=""_blank"">ENSG00000200526</a>",RNY4P14,1.7,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200575"" target=""_blank"">ENSG00000200575</a>",RNU6-414P,2.6,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200593"" target=""_blank"">ENSG00000200593</a>",SNORD115-33,2.2,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200702"" target=""_blank"">ENSG00000200702</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200718"" target=""_blank"">ENSG00000200718</a>",RN7SKP103,2.0,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200877"" target=""_blank"">ENSG00000200877</a>",RNU6-560P,2.8,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200997"" target=""_blank"">ENSG00000200997</a>",RNVU1-34,1.8,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201023"" target=""_blank"">ENSG00000201023</a>",RNY3P11,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201113"" target=""_blank"">ENSG00000201113</a>",RNU6-647P,1.8,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201148"" target=""_blank"">ENSG00000201148</a>",RNA5SP42,1.6,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201210"" target=""_blank"">ENSG00000201210</a>",RNA5SP139,1.6,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201356"" target=""_blank"">ENSG00000201356</a>",RNA5SP500,2.3,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201447"" target=""_blank"">ENSG00000201447</a>",RNA5SP509,1.5,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201643"" target=""_blank"">ENSG00000201643</a>",SNORA14A,1.9,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201843"" target=""_blank"">ENSG00000201843</a>",Y_RNA,2.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202188"" target=""_blank"">ENSG00000202188</a>",SNORD115-31,1.5,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202200"" target=""_blank"">ENSG00000202200</a>",Y_RNA,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202241"" target=""_blank"">ENSG00000202241</a>",RN7SKP186,1.7,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202261"" target=""_blank"">ENSG00000202261</a>",SNORD115-44,2.4,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202306"" target=""_blank"">ENSG00000202306</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202318"" target=""_blank"">ENSG00000202318</a>",Y_RNA,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5,misc_RNA,NaN,,,,,
